assignment_id,task_id,employee_id,role,start_date,end_date,allocated_hours
f73d47de,TSK-PRJ-007-007,EMP-0070,Lead,2025-12-26,2026-01-04,8
a91cac0d,TSK-PRJ-007-007,EMP-0037,Reviewer,2025-12-26,2026-01-04,3
bd90abd2,TSK-PRJ-007-007,EMP-0094,QA,2025-12-26,2026-01-04,3
6645b7de,TSK-PRJ-007-008,EMP-0116,Lead,2025-03-18,2025-04-22,4
7918a891,TSK-PRJ-007-008,EMP-0179,QA,2025-03-18,2025-04-22,1
f7544f6d,TSK-PRJ-007-008,EMP-0230,Reviewer,2025-03-18,2025-04-22,1
b2220039,TSK-PRJ-007-009,EMP-0181,Lead,2025-04-15,2025-04-17,40
abfec3a0,TSK-PRJ-007-009,EMP-0106,Support,2025-04-15,2025-04-17,6
c79f61ea,TSK-PRJ-007-009,EMP-0199,Support,2025-04-15,2025-04-17,9
363160cf,TSK-PRJ-007-010,EMP-0189,Lead,2025-03-29,2025-04-23,24
72a53eb6,TSK-PRJ-007-011,EMP-0232,Lead,2024-09-16,2024-10-15,80
4a3a9e15,TSK-PRJ-007-011,EMP-0002,QA,2024-09-16,2024-10-15,11
73a29e29,TSK-PRJ-007-011,EMP-0157,QA,2024-09-16,2024-10-15,35
b4e040de,TSK-PRJ-007-011,EMP-0237,Support,2024-09-16,2024-10-15,8
90929918,TSK-PRJ-007-012,EMP-0094,Lead,2025-12-17,2026-01-07,16
f210f13d,TSK-PRJ-007-012,EMP-0127,QA,2025-12-17,2026-01-07,4
e9261454,TSK-PRJ-007-012,EMP-0032,Support,2025-12-17,2026-01-07,6
485d9f24,TSK-PRJ-007-012,EMP-0108,Support,2025-12-17,2026-01-07,2
a87d56c7,TSK-PRJ-008-001,EMP-0120,Lead,2025-08-27,2025-09-03,4
a28f3731,TSK-PRJ-008-002,EMP-0095,Lead,2026-03-09,2026-04-05,80
185bc5f5,TSK-PRJ-008-003,EMP-0179,Lead,2026-05-02,2026-05-04,4
d7e6a8c1,TSK-PRJ-008-003,EMP-0010,QA,2026-05-02,2026-05-04,1
d086fb3a,TSK-PRJ-008-003,EMP-0157,Reviewer,2026-05-02,2026-05-04,1
bb72e5de,TSK-PRJ-008-003,EMP-0138,Support,2026-05-02,2026-05-04,1
f4caf583,TSK-PRJ-008-004,EMP-0003,Lead,2025-08-24,2025-09-07,40
91e63551,TSK-PRJ-008-004,EMP-0217,Support,2025-08-24,2025-09-07,13
a62157ac,TSK-PRJ-008-005,EMP-0039,Lead,2024-11-12,2024-11-15,40
35d18a3e,TSK-PRJ-008-005,EMP-0199,Support,2024-11-12,2024-11-15,10
cee5f84b,TSK-PRJ-008-006,EMP-0086,Lead,2025-11-02,2025-12-03,80
1c98e50a,TSK-PRJ-008-006,EMP-0005,Reviewer,2025-11-02,2025-12-03,38
f332cdfb,TSK-PRJ-008-007,EMP-0166,Lead,2024-12-31,2025-01-16,16
67f750a6,TSK-PRJ-008-007,EMP-0222,Support,2024-12-31,2025-01-16,1
e1343536,TSK-PRJ-008-007,EMP-0217,Support,2024-12-31,2025-01-16,6
ad9f1325,TSK-PRJ-008-008,EMP-0213,Lead,2025-01-23,2025-01-25,24
69cf2f98,TSK-PRJ-008-008,EMP-0191,Support,2025-01-23,2025-01-25,11
7cdc65cd,TSK-PRJ-008-008,EMP-0004,Reviewer,2025-01-23,2025-01-25,2
fefaa8cf,TSK-PRJ-008-009,EMP-0218,Lead,2025-02-27,2025-04-08,80
947d8aca,TSK-PRJ-008-009,EMP-0042,Reviewer,2025-02-27,2025-04-08,19
cab3dc85,TSK-PRJ-008-010,EMP-0027,Lead,2025-04-17,2025-04-19,80
7e7c8be7,TSK-PRJ-008-010,EMP-0015,QA,2025-04-17,2025-04-19,27
20ddb3c5,TSK-PRJ-008-010,EMP-0212,Reviewer,2025-04-17,2025-04-19,10
e9db6b4d,TSK-PRJ-008-010,EMP-0229,Support,2025-04-17,2025-04-19,35
526c610b,TSK-PRJ-008-011,EMP-0095,Lead,2025-09-15,2025-09-21,16
ec1eed93,TSK-PRJ-008-011,EMP-0108,QA,2025-09-15,2025-09-21,6
2e88574c,TSK-PRJ-008-011,EMP-0004,Support,2025-09-15,2025-09-21,5
35d1e15e,TSK-PRJ-008-011,EMP-0217,QA,2025-09-15,2025-09-21,3
b951a832,TSK-PRJ-009-001,EMP-0072,Lead,2025-01-05,2025-02-25,16
cc079c31,TSK-PRJ-009-001,EMP-0078,Support,2025-01-05,2025-02-25,2
faead36b,TSK-PRJ-009-001,EMP-0224,Support,2025-01-05,2025-02-25,6
bda2f023,TSK-PRJ-009-001,EMP-0150,Support,2025-01-05,2025-02-25,7
722bbeac,TSK-PRJ-009-002,EMP-0025,Lead,2025-05-11,2025-05-28,16
7631148e,TSK-PRJ-009-002,EMP-0108,QA,2025-05-11,2025-05-28,7
58ad6e95,TSK-PRJ-009-003,EMP-0025,Lead,2023-10-09,2023-10-27,16
ab88cf23,TSK-PRJ-009-004,EMP-0225,Lead,2025-03-22,2025-04-12,16
b197252b,TSK-PRJ-009-004,EMP-0132,Support,2025-03-22,2025-04-12,6
11479bbb,TSK-PRJ-009-005,EMP-0197,Lead,2025-01-30,2025-03-12,8
d8528f07,TSK-PRJ-009-005,EMP-0077,QA,2025-01-30,2025-03-12,1
a1d36bdc,TSK-PRJ-009-005,EMP-0076,QA,2025-01-30,2025-03-12,3
0f7970db,TSK-PRJ-009-006,EMP-0111,Lead,2025-04-30,2025-05-02,24
d346d92f,TSK-PRJ-009-006,EMP-0081,Support,2025-04-30,2025-05-02,3
9a35accb,TSK-PRJ-009-006,EMP-0021,QA,2025-04-30,2025-05-02,7
4e8d0d4b,TSK-PRJ-009-006,EMP-0235,QA,2025-04-30,2025-05-02,9
9b80aa8c,TSK-PRJ-009-007,EMP-0177,Lead,2023-02-01,2023-03-02,40
63c55fea,TSK-PRJ-009-007,EMP-0057,Support,2023-02-01,2023-03-02,17
495e1dda,TSK-PRJ-009-007,EMP-0155,Support,2023-02-01,2023-03-02,7
65b187f7,TSK-PRJ-009-007,EMP-0045,Support,2023-02-01,2023-03-02,13
7562acaa,TSK-PRJ-009-008,EMP-0214,Lead,2024-01-23,2024-04-07,40
8626893f,TSK-PRJ-009-008,EMP-0179,QA,2024-01-23,2024-04-07,19
86ad529f,TSK-PRJ-009-009,EMP-0172,Lead,2024-12-22,2025-03-09,40
b7835134,TSK-PRJ-009-009,EMP-0106,Support,2024-12-22,2025-03-09,15
4bbca945,TSK-PRJ-009-009,EMP-0227,Support,2024-12-22,2025-03-09,6
49c90d5f,TSK-PRJ-009-009,EMP-0035,Support,2024-12-22,2025-03-09,14
f8ee2581,TSK-PRJ-009-010,EMP-0159,Lead,2025-07-04,2025-07-06,4
5ff94b37,TSK-PRJ-009-010,EMP-0196,Support,2025-07-04,2025-07-06,1
e55ed574,TSK-PRJ-009-010,EMP-0151,Support,2025-07-04,2025-07-06,1
3e0ae56f,TSK-PRJ-009-010,EMP-0161,Reviewer,2025-07-04,2025-07-06,1
1a3347cb,TSK-PRJ-009-011,EMP-0097,Lead,2024-10-18,2024-11-22,24
cd9da9db,TSK-PRJ-009-011,EMP-0112,Support,2024-10-18,2024-11-22,7
51515ada,TSK-PRJ-009-011,EMP-0022,Reviewer,2024-10-18,2024-11-22,6
dadecdfc,TSK-PRJ-009-011,EMP-0118,QA,2024-10-18,2024-11-22,8
36affc77,TSK-PRJ-009-012,EMP-0086,Lead,2023-01-26,2023-04-16,16
a0bc1271,TSK-PRJ-009-012,EMP-0244,Reviewer,2023-01-26,2023-04-16,4
5a1603b1,TSK-PRJ-009-012,EMP-0198,QA,2023-01-26,2023-04-16,6
98e0493c,TSK-PRJ-009-012,EMP-0206,QA,2023-01-26,2023-04-16,2
07a75ee9,TSK-PRJ-010-001,EMP-0130,Lead,2025-06-12,2025-06-12,40
c89f9fdf,TSK-PRJ-010-001,EMP-0205,QA,2025-06-12,2025-06-12,6
e4b840ca,TSK-PRJ-010-002,EMP-0067,Lead,2025-07-20,2025-07-22,80
d519bf80,TSK-PRJ-010-002,EMP-0098,Reviewer,2025-07-20,2025-07-22,36
5f8f5009,TSK-PRJ-010-003,EMP-0201,Lead,2025-08-18,2025-08-31,8
06dc68c4,TSK-PRJ-010-004,EMP-0118,Lead,2025-08-17,2025-09-03,80
7c24a244,TSK-PRJ-010-004,EMP-0014,Support,2025-08-17,2025-09-03,36
ed985f04,TSK-PRJ-010-004,EMP-0103,Reviewer,2025-08-17,2025-09-03,25
78837acb,TSK-PRJ-010-004,EMP-0106,Reviewer,2025-08-17,2025-09-03,18
9676d313,TSK-PRJ-010-005,EMP-0085,Lead,2025-09-10,2025-09-15,16
2ef5ce34,TSK-PRJ-010-005,EMP-0083,Support,2025-09-10,2025-09-15,3
5b7d158e,TSK-PRJ-010-005,EMP-0162,Reviewer,2025-09-10,2025-09-15,2
208ebe6a,TSK-PRJ-010-005,EMP-0232,Support,2025-09-10,2025-09-15,4
5db3f775,TSK-PRJ-010-006,EMP-0194,Lead,2025-05-25,2025-05-29,8
ea444391,TSK-PRJ-010-006,EMP-0030,Support,2025-05-25,2025-05-29,2
d9ecbdef,TSK-PRJ-010-006,EMP-0079,Support,2025-05-25,2025-05-29,3
7819f861,TSK-PRJ-010-006,EMP-0175,Reviewer,2025-05-25,2025-05-29,2
5aef8ab0,TSK-PRJ-010-007,EMP-0136,Lead,2025-08-01,2025-08-10,8
ec506267,TSK-PRJ-010-008,EMP-0031,Lead,2025-05-31,2025-06-04,8
e99be1d8,TSK-PRJ-010-008,EMP-0237,QA,2025-05-31,2025-06-04,2
bfb4fa0f,TSK-PRJ-010-009,EMP-0012,Lead,2025-07-18,2025-07-22,4
4ecc4285,TSK-PRJ-010-009,EMP-0086,Support,2025-07-18,2025-07-22,1
229f821d,TSK-PRJ-010-009,EMP-0211,Reviewer,2025-07-18,2025-07-22,1
2f517100,TSK-PRJ-010-010,EMP-0035,Lead,2025-06-19,2025-06-22,80
12a5eb04,TSK-PRJ-010-010,EMP-0046,Reviewer,2025-06-19,2025-06-22,37
e78e59a6,TSK-PRJ-010-010,EMP-0173,Support,2025-06-19,2025-06-22,23
7525e3f2,TSK-PRJ-010-011,EMP-0131,Lead,2025-08-10,2025-08-11,80
2808d39c,TSK-PRJ-010-012,EMP-0109,Lead,2025-07-12,2025-07-13,8
d420e47b,TSK-PRJ-010-013,EMP-0132,Lead,2025-10-01,2025-10-17,4
b963de96,TSK-PRJ-010-013,EMP-0004,QA,2025-10-01,2025-10-17,1
6b5c0b8f,TSK-PRJ-010-013,EMP-0122,Support,2025-10-01,2025-10-17,1
738ffefc,TSK-PRJ-010-014,EMP-0013,Lead,2025-06-18,2025-06-22,40
2b94e406,TSK-PRJ-010-014,EMP-0238,Reviewer,2025-06-18,2025-06-22,18
92d5fd24,TSK-PRJ-010-015,EMP-0166,Lead,2025-06-05,2025-06-08,80
f967f624,TSK-PRJ-010-015,EMP-0041,Support,2025-06-05,2025-06-08,11
57ac34c2,TSK-PRJ-010-015,EMP-0170,Reviewer,2025-06-05,2025-06-08,11
fd6f6bbb,TSK-PRJ-010-016,EMP-0163,Lead,2025-07-23,2025-08-01,40
2deb72dc,TSK-PRJ-010-017,EMP-0153,Lead,2025-06-13,2025-06-27,4
00461c0c,TSK-PRJ-010-018,EMP-0208,Lead,2025-11-03,2025-11-06,24
0aab4dfd,TSK-PRJ-010-018,EMP-0238,Reviewer,2025-11-03,2025-11-06,6
6365840f,TSK-PRJ-010-019,EMP-0138,Lead,2025-09-20,2025-09-22,24
ac4b79a2,TSK-PRJ-010-019,EMP-0035,Reviewer,2025-09-20,2025-09-22,7
55f76709,TSK-PRJ-010-019,EMP-0006,QA,2025-09-20,2025-09-22,6
40e00833,TSK-PRJ-010-019,EMP-0137,QA,2025-09-20,2025-09-22,3
20693e39,TSK-PRJ-010-020,EMP-0082,Lead,2025-10-17,2025-10-18,4
94935d51,TSK-PRJ-010-020,EMP-0132,Support,2025-10-17,2025-10-18,1
1a7de4ca,TSK-PRJ-010-020,EMP-0247,Reviewer,2025-10-17,2025-10-18,1
cce5dc31,TSK-PRJ-010-020,EMP-0208,Reviewer,2025-10-17,2025-10-18,1
ad6aa939,TSK-PRJ-010-021,EMP-0047,Lead,2025-09-29,2025-10-03,4
91d9a3cf,TSK-PRJ-010-021,EMP-0022,QA,2025-09-29,2025-10-03,1
bf2a403e,TSK-PRJ-010-022,EMP-0068,Lead,2025-06-05,2025-06-08,16
f298c3e6,TSK-PRJ-010-022,EMP-0225,QA,2025-06-05,2025-06-08,3
3eb53eeb,TSK-PRJ-010-022,EMP-0237,QA,2025-06-05,2025-06-08,7
d6255493,TSK-PRJ-010-022,EMP-0005,Support,2025-06-05,2025-06-08,4
f6970b42,TSK-PRJ-010-023,EMP-0032,Lead,2025-07-20,2025-07-20,24
1fe65efe,TSK-PRJ-010-023,EMP-0131,Support,2025-07-20,2025-07-20,7
971a0342,TSK-PRJ-010-024,EMP-0114,Lead,2025-06-24,2025-06-28,8
939ab5ba,TSK-PRJ-010-024,EMP-0214,QA,2025-06-24,2025-06-28,2
85e40918,TSK-PRJ-010-025,EMP-0148,Lead,2025-08-29,2025-09-03,8
14a3304c,TSK-PRJ-010-025,EMP-0236,Reviewer,2025-08-29,2025-09-03,2
cbec7ade,TSK-PRJ-011-001,EMP-0224,Lead,2026-02-04,2026-02-07,4
2d9a648f,TSK-PRJ-011-001,EMP-0153,QA,2026-02-04,2026-02-07,1
d3a9ba8d,TSK-PRJ-011-002,EMP-0049,Lead,2024-04-16,2024-04-21,80
378c8d32,TSK-PRJ-011-002,EMP-0012,Reviewer,2024-04-16,2024-04-21,20
0b9584bb,TSK-PRJ-011-002,EMP-0229,Reviewer,2024-04-16,2024-04-21,29
2b1a72f8,TSK-PRJ-011-003,EMP-0026,Lead,2025-01-30,2025-02-20,16
777f11dd,TSK-PRJ-011-004,EMP-0240,Lead,2025-03-02,2025-03-17,80
f30637f9,TSK-PRJ-011-004,EMP-0067,QA,2025-03-02,2025-03-17,22
e99be389,TSK-PRJ-011-004,EMP-0110,Support,2025-03-02,2025-03-17,28
bbdf0f51,TSK-PRJ-011-004,EMP-0186,Reviewer,2025-03-02,2025-03-17,14
4b05cd2b,TSK-PRJ-011-005,EMP-0004,Lead,2025-02-16,2025-03-30,40
65c2f24e,TSK-PRJ-011-006,EMP-0138,Lead,2024-01-27,2024-02-14,4
c614abc9,TSK-PRJ-011-006,EMP-0181,Reviewer,2024-01-27,2024-02-14,1
b0e24d24,TSK-PRJ-011-006,EMP-0137,QA,2024-01-27,2024-02-14,1
ddd0375f,TSK-PRJ-011-007,EMP-0209,Lead,2026-05-23,2026-08-09,80
36a3005c,TSK-PRJ-011-007,EMP-0010,QA,2026-05-23,2026-08-09,11
e0139b26,TSK-PRJ-011-007,EMP-0091,Support,2026-05-23,2026-08-09,11
1a94ad1a,TSK-PRJ-011-008,EMP-0051,Lead,2025-01-06,2025-01-12,4
087852b3,TSK-PRJ-011-008,EMP-0045,Reviewer,2025-01-06,2025-01-12,1
afe1d5bd,TSK-PRJ-011-008,EMP-0249,Support,2025-01-06,2025-01-12,1
f1ea3324,TSK-PRJ-011-008,EMP-0199,Support,2025-01-06,2025-01-12,1
5d364d8e,TSK-PRJ-011-009,EMP-0171,Lead,2023-11-01,2024-03-09,40
25dfc81e,TSK-PRJ-011-009,EMP-0188,QA,2023-11-01,2024-03-09,6
55de7219,TSK-PRJ-011-009,EMP-0086,Reviewer,2023-11-01,2024-03-09,13
cbb03667,TSK-PRJ-011-010,EMP-0074,Lead,2025-04-29,2025-05-15,8
65c4b85a,TSK-PRJ-011-010,EMP-0173,Reviewer,2025-04-29,2025-05-15,2
2fe6cfb0,TSK-PRJ-011-010,EMP-0087,QA,2025-04-29,2025-05-15,3
ae6752dd,TSK-PRJ-011-010,EMP-0057,QA,2025-04-29,2025-05-15,1
4016b436,TSK-PRJ-011-011,EMP-0174,Lead,2026-12-23,2027-02-08,8
d81ffc66,TSK-PRJ-011-011,EMP-0056,Support,2026-12-23,2027-02-08,2
b6812877,TSK-PRJ-011-011,EMP-0087,Reviewer,2026-12-23,2027-02-08,2
65615876,TSK-PRJ-011-011,EMP-0037,Support,2026-12-23,2027-02-08,3
532b7e7c,TSK-PRJ-011-012,EMP-0114,Lead,2025-09-02,2025-11-03,16
7792c19b,TSK-PRJ-011-012,EMP-0187,QA,2025-09-02,2025-11-03,4
a89fd3f3,TSK-PRJ-011-012,EMP-0228,QA,2025-09-02,2025-11-03,4
0e41cfed,TSK-PRJ-011-012,EMP-0219,Support,2025-09-02,2025-11-03,5
e244072a,TSK-PRJ-011-013,EMP-0052,Lead,2024-11-17,2024-12-31,40
13d070fa,TSK-PRJ-011-013,EMP-0017,Reviewer,2024-11-17,2024-12-31,18
d44a8881,TSK-PRJ-011-013,EMP-0029,QA,2024-11-17,2024-12-31,16
4fd6b653,TSK-PRJ-011-013,EMP-0128,Support,2024-11-17,2024-12-31,9
12a6fb2f,TSK-PRJ-011-014,EMP-0081,Lead,2026-01-16,2026-01-16,4
9c57f9d8,TSK-PRJ-011-014,EMP-0188,Support,2026-01-16,2026-01-16,1
c2020122,TSK-PRJ-011-014,EMP-0045,QA,2026-01-16,2026-01-16,1
5de2e1a8,TSK-PRJ-011-015,EMP-0021,Lead,2024-01-22,2024-03-27,8
9645adda,TSK-PRJ-011-015,EMP-0136,QA,2024-01-22,2024-03-27,2
cbd3ff4e,TSK-PRJ-011-015,EMP-0121,Reviewer,2024-01-22,2024-03-27,3
7704e6f8,TSK-PRJ-011-015,EMP-0192,Support,2024-01-22,2024-03-27,1
9e31a4bd,TSK-PRJ-011-016,EMP-0066,Lead,2024-08-08,2024-08-16,80
ecb49e6e,TSK-PRJ-011-016,EMP-0230,QA,2024-08-08,2024-08-16,24
02b75d04,TSK-PRJ-011-017,EMP-0217,Lead,2026-07-02,2026-07-14,40
c74cd16e,TSK-PRJ-011-018,EMP-0228,Lead,2026-05-26,2026-09-03,16
3cd7852e,TSK-PRJ-011-018,EMP-0011,Support,2026-05-26,2026-09-03,7
2fd505b1,TSK-PRJ-011-018,EMP-0121,Support,2026-05-26,2026-09-03,2
65a1311d,TSK-PRJ-011-018,EMP-0009,QA,2026-05-26,2026-09-03,4
5353d00f,TSK-PRJ-011-019,EMP-0141,Lead,2024-09-14,2024-12-14,24
65b06cc3,TSK-PRJ-011-019,EMP-0070,QA,2024-09-14,2024-12-14,6
c2916d42,TSK-PRJ-011-019,EMP-0107,Reviewer,2024-09-14,2024-12-14,7
df50a8c9,TSK-PRJ-011-019,EMP-0219,Support,2024-09-14,2024-12-14,2
97d98964,TSK-PRJ-011-020,EMP-0116,Lead,2024-09-21,2024-11-06,40
51fa5314,TSK-PRJ-011-020,EMP-0171,QA,2024-09-21,2024-11-06,19
3c3de558,TSK-PRJ-011-020,EMP-0209,QA,2024-09-21,2024-11-06,15
ac5c965b,TSK-PRJ-011-021,EMP-0079,Lead,2025-07-14,2025-10-31,80
123f946c,TSK-PRJ-011-022,EMP-0137,Lead,2024-11-08,2024-12-27,4
d0712f17,TSK-PRJ-011-022,EMP-0233,Support,2024-11-08,2024-12-27,1
1d329e92,TSK-PRJ-011-022,EMP-0181,Reviewer,2024-11-08,2024-12-27,1
b61fd9f4,TSK-PRJ-011-023,EMP-0216,Lead,2025-04-10,2025-04-16,16
2db5322b,TSK-PRJ-011-024,EMP-0202,Lead,2025-02-03,2025-02-15,8
13c1f3b7,TSK-PRJ-011-024,EMP-0070,Support,2025-02-03,2025-02-15,1
f1b2b5e2,TSK-PRJ-011-025,EMP-0243,Lead,2024-05-10,2024-06-18,40
217837be,TSK-PRJ-011-025,EMP-0223,QA,2024-05-10,2024-06-18,18
245c37d2,TSK-PRJ-011-025,EMP-0222,QA,2024-05-10,2024-06-18,11
8bd91309,TSK-PRJ-011-026,EMP-0215,Lead,2024-02-09,2024-03-04,8
716db197,TSK-PRJ-011-026,EMP-0021,Support,2024-02-09,2024-03-04,3
7a78de9b,TSK-PRJ-012-001,EMP-0177,Lead,2027-08-29,2027-09-25,8
162df5c4,TSK-PRJ-012-001,EMP-0175,QA,2027-08-29,2027-09-25,1
adfca24b,TSK-PRJ-012-002,EMP-0126,Lead,2027-05-29,2027-06-25,8
ab7dd703,TSK-PRJ-012-002,EMP-0022,Support,2027-05-29,2027-06-25,2
edd911e1,TSK-PRJ-012-002,EMP-0051,Reviewer,2027-05-29,2027-06-25,2
e5ec4e5b,TSK-PRJ-012-002,EMP-0170,Support,2027-05-29,2027-06-25,1
dcd44551,TSK-PRJ-012-003,EMP-0001,Lead,2025-01-20,2025-01-21,8
6ed1d205,TSK-PRJ-012-003,EMP-0020,Support,2025-01-20,2025-01-21,3
8f43a702,TSK-PRJ-012-004,EMP-0134,Lead,2026-04-09,2026-06-23,4
a9b352ce,TSK-PRJ-012-004,EMP-0118,Support,2026-04-09,2026-06-23,1
337636ff,TSK-PRJ-012-005,EMP-0075,Lead,2027-02-25,2027-03-09,80
31cb3704,TSK-PRJ-012-006,EMP-0125,Lead,2027-03-20,2027-05-06,16
64720dcc,TSK-PRJ-012-006,EMP-0045,Support,2027-03-20,2027-05-06,7
5a07e176,TSK-PRJ-012-007,EMP-0081,Lead,2025-11-18,2026-01-09,80
2eb8cad9,TSK-PRJ-012-008,EMP-0077,Lead,2026-07-28,2026-08-07,8
85bf2d22,TSK-PRJ-012-008,EMP-0218,QA,2026-07-28,2026-08-07,1
8485c7a3,TSK-PRJ-012-008,EMP-0082,Reviewer,2026-07-28,2026-08-07,1
05aa525d,TSK-PRJ-012-008,EMP-0050,QA,2026-07-28,2026-08-07,1
6ac5bd2a,TSK-PRJ-012-009,EMP-0181,Lead,2025-11-06,2025-11-11,16
0676676d,TSK-PRJ-012-010,EMP-0221,Lead,2026-06-07,2026-07-23,16
24a38914,TSK-PRJ-012-011,EMP-0003,Lead,2026-03-24,2026-03-27,40
037614ae,TSK-PRJ-012-012,EMP-0234,Lead,2024-12-19,2024-12-29,4
68bf1290,TSK-PRJ-012-012,EMP-0004,Reviewer,2024-12-19,2024-12-29,1
47e9f13f,TSK-PRJ-012-012,EMP-0217,Reviewer,2024-12-19,2024-12-29,1
9e6924de,TSK-PRJ-012-012,EMP-0186,QA,2024-12-19,2024-12-29,1
3c1ff1e7,TSK-PRJ-012-013,EMP-0184,Lead,2025-10-19,2025-10-19,8
cd3dc01a,TSK-PRJ-012-013,EMP-0135,Reviewer,2025-10-19,2025-10-19,1
aea5a3bf,TSK-PRJ-012-013,EMP-0049,QA,2025-10-19,2025-10-19,3
78e6c905,TSK-PRJ-012-014,EMP-0022,Lead,2025-05-31,2025-06-26,4
2d3204bb,TSK-PRJ-012-014,EMP-0051,Reviewer,2025-05-31,2025-06-26,1
3a488c5e,TSK-PRJ-012-015,EMP-0210,Lead,2024-12-12,2025-01-16,24
24d55a30,TSK-PRJ-012-015,EMP-0030,Support,2024-12-12,2025-01-16,6
b94a6812,TSK-PRJ-012-016,EMP-0089,Lead,2024-12-12,2025-01-21,16
4740143d,TSK-PRJ-012-016,EMP-0010,Reviewer,2024-12-12,2025-01-21,7
42914a52,TSK-PRJ-012-017,EMP-0205,Lead,2026-11-25,2026-12-13,80
6aa57f33,TSK-PRJ-012-017,EMP-0234,QA,2026-11-25,2026-12-13,28
9c59b7f6,TSK-PRJ-012-017,EMP-0101,Reviewer,2026-11-25,2026-12-13,25
c2c742ee,TSK-PRJ-012-018,EMP-0149,Lead,2026-12-07,2026-12-29,40
bb205cd6,TSK-PRJ-012-018,EMP-0217,QA,2026-12-07,2026-12-29,18
82c12923,TSK-PRJ-012-019,EMP-0023,Lead,2025-03-21,2025-06-12,16
4f333567,TSK-PRJ-012-019,EMP-0004,Support,2025-03-21,2025-06-12,3
2c822cdb,TSK-PRJ-012-019,EMP-0027,Reviewer,2025-03-21,2025-06-12,1
15e18488,TSK-PRJ-012-019,EMP-0151,Support,2025-03-21,2025-06-12,3
d43a0225,TSK-PRJ-012-020,EMP-0148,Lead,2024-10-01,2025-01-13,8
1ad545b4,TSK-PRJ-012-020,EMP-0163,Support,2024-10-01,2025-01-13,2
6a9c5812,TSK-PRJ-012-021,EMP-0147,Lead,2026-10-08,2026-12-18,40
804d5d33,TSK-PRJ-012-021,EMP-0129,QA,2026-10-08,2026-12-18,14
81942d55,TSK-PRJ-012-021,EMP-0008,QA,2026-10-08,2026-12-18,18
998c6b88,TSK-PRJ-012-021,EMP-0226,Support,2026-10-08,2026-12-18,14
0ff95a14,TSK-PRJ-012-022,EMP-0089,Lead,2026-07-09,2026-07-24,80
35360a95,TSK-PRJ-012-022,EMP-0100,Support,2026-07-09,2026-07-24,17
2d4f8c5d,TSK-PRJ-012-022,EMP-0192,Support,2026-07-09,2026-07-24,10
44c8bfb4,TSK-PRJ-012-022,EMP-0142,QA,2026-07-09,2026-07-24,26
d43d753e,TSK-PRJ-012-023,EMP-0144,Lead,2025-02-22,2025-05-28,24
5c012cae,TSK-PRJ-012-023,EMP-0136,Reviewer,2025-02-22,2025-05-28,11
63c3ee60,TSK-PRJ-012-024,EMP-0106,Lead,2026-11-28,2026-12-21,8
224402fc,TSK-PRJ-012-024,EMP-0232,QA,2026-11-28,2026-12-21,2
b4c06d88,TSK-PRJ-013-001,EMP-0233,Lead,2025-04-07,2025-04-21,40
e54960e0,TSK-PRJ-013-001,EMP-0111,QA,2025-04-07,2025-04-21,7
50bc569c,TSK-PRJ-013-001,EMP-0240,QA,2025-04-07,2025-04-21,17
2560a5c5,TSK-PRJ-013-002,EMP-0245,Lead,2025-10-09,2025-10-18,8
18a96290,TSK-PRJ-013-002,EMP-0110,Reviewer,2025-10-09,2025-10-18,2
94168bf7,TSK-PRJ-013-003,EMP-0090,Lead,2025-07-10,2025-08-23,80
2f977d0e,TSK-PRJ-013-003,EMP-0170,Reviewer,2025-07-10,2025-08-23,29
714d901d,TSK-PRJ-013-003,EMP-0006,Reviewer,2025-07-10,2025-08-23,11
15d92262,TSK-PRJ-013-003,EMP-0153,Support,2025-07-10,2025-08-23,30
5697a811,TSK-PRJ-013-004,EMP-0044,Lead,2025-01-23,2025-02-11,16
c7dba592,TSK-PRJ-013-005,EMP-0226,Lead,2025-07-25,2025-08-09,8
01143320,TSK-PRJ-013-006,EMP-0242,Lead,2024-09-26,2024-10-01,24
c660c9d3,TSK-PRJ-013-007,EMP-0227,Lead,2024-09-07,2024-09-26,80
97c78934,TSK-PRJ-013-008,EMP-0019,Lead,2025-08-05,2025-08-21,80
1b328860,TSK-PRJ-013-008,EMP-0068,Support,2025-08-05,2025-08-21,21
6cdc0693,TSK-PRJ-013-009,EMP-0088,Lead,2024-12-18,2025-01-15,8
0130f301,TSK-PRJ-013-009,EMP-0108,Support,2024-12-18,2025-01-15,3
574d7ebd,TSK-PRJ-013-010,EMP-0172,Lead,2024-09-15,2024-09-21,8
d80582d9,TSK-PRJ-013-010,EMP-0024,Reviewer,2024-09-15,2024-09-21,2
67f6730a,TSK-PRJ-013-010,EMP-0197,QA,2024-09-15,2024-09-21,3
e8217381,TSK-PRJ-013-010,EMP-0194,QA,2024-09-15,2024-09-21,3
f9e6142a,TSK-PRJ-013-011,EMP-0142,Lead,2025-07-10,2025-07-13,16
15f18e3f,TSK-PRJ-013-011,EMP-0046,Support,2025-07-10,2025-07-13,6
2275a6af,TSK-PRJ-013-012,EMP-0077,Lead,2025-03-12,2025-03-25,40
27b0ecfb,TSK-PRJ-013-013,EMP-0189,Lead,2025-04-06,2025-04-06,24
1e61d2ba,TSK-PRJ-013-013,EMP-0172,QA,2025-04-06,2025-04-06,5
898ef9c3,TSK-PRJ-013-013,EMP-0155,Reviewer,2025-04-06,2025-04-06,8
